"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15_5m_Bin_151-contigs","taxid assigned","based on 14803/15915 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.71;0.70;0.50","Bacteria","0.98","Bacteroidetes: 0.50","no support","no support","no support","no support","no support","15_5m","CB",644,19477476,0,102,52413,395,13012,358291,0.3538,0.02042,19.477476,"bacteria_odb10","100.0","10.5","89.5","0.0","0.0","124","C:100.0%[S:10.5%,D:89.5%],F:0.0%,M:0.0%,n:124","C:26.8%[S:6.2%,D:20.6%],F:3.6%,M:69.6%,n:194","C:7.8%[S:3.5%,D:4.3%],F:3.5%,M:88.7%,n:255"
"15_5m_Bin_152-contigs","taxid assigned","based on 1654/1829 ORFs","1;131567;2;1224;68525;29547;213849","1.00;1.00;0.98;0.65;0.58;0.56;0.35","Bacteria","0.98","Proteobacteria: 0.65","Epsilonproteobacteria: 0.56","Campylobacterales: 0.35","no support","no support","no support","15_5m","CB",671,1274948,0,219,1974,554,1178,6176,0.29897,0.02938,1.274948,"bacteria_odb10","33.1","32.3","0.8","24.2","42.7","124","C:33.1%[S:32.3%,D:0.8%],F:24.2%,M:42.7%,n:124","C:6.2%[S:5.2%,D:1.0%],F:2.1%,M:91.7%,n:194","C:2.0%[S:1.6%,D:0.4%],F:1.2%,M:96.8%,n:255"
"15_5m_Bin_153-contigs","taxid assigned","based on 1642/1822 ORFs","1;131567;2;1783270;68336;976","1.00;0.99;0.98;0.71;0.71;0.50","Bacteria","0.98","Bacteroidetes: 0.50","no support","no support","no support","no support","no support","15_5m","CB",824,3123538,0,165,5232,593,1694,30740,0.46602,0.04717,3.123538,"bacteria_odb10","8.9","8.9","0.0","1.6","89.5","124","C:8.9%[S:8.9%,D:0.0%],F:1.6%,M:89.5%,n:124","C:2.0%[S:1.5%,D:0.5%],F:1.0%,M:97.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15_5m_Bin_156-contigs","taxid assigned","based on 6436/7263 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.62;0.56","Bacteria","0.99","Verrucomicrobia: 0.56","no support","no support","no support","no support","no support","15_5m","CB",3182,6269208,0,1037,2112,2613,1209,10484,0.61003,0.02686,6.269208,"bacteria_odb10","34.7","33.9","0.8","15.3","50.0","124","C:34.7%[S:33.9%,D:0.8%],F:15.3%,M:50.0%,n:124","C:5.7%[S:5.7%,D:0.0%],F:6.2%,M:88.1%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.0%,M:96.4%,n:255"
"15_5m_Bin_158-contigs","taxid assigned","based on 1666/5169 ORFs","1;131567;2759;33090;3041;2692248;75966;35460;35461;2511126","1.00;0.96;0.75;0.70;0.68;0.68;0.39;0.38;0.38;0.35","Eukaryota","0.75","Chlorophyta: 0.68","Trebouxiophyceae: 0.39","Chlorellales: 0.38","Chlorellaceae: 0.38","no support","no support","15_5m","CB",1351,4806695,0,265,4332,985,1649,43089,0.67771,0.05542,4.806695,"eukaryota_odb10","2.4","2.4","0.0","3.9","93.7","255","C:3.2%[S:2.4%,D:0.8%],F:2.4%,M:94.4%,n:124","C:2.6%[S:2.1%,D:0.5%],F:2.6%,M:94.8%,n:194","C:2.4%[S:2.4%,D:0.0%],F:3.9%,M:93.7%,n:255"
"15_5m_Bin_159-contigs","taxid assigned","based on 3384/3739 ORFs","1;131567;2;1783270;68336;976;117743;200644;403978;2021391","1.00;0.99;0.99;0.90;0.90;0.88;0.45;0.45;0.43;0.43","Bacteria","0.99","Bacteroidetes: 0.88","Flavobacteriia: 0.45","Flavobacteriales: 0.45",NA,NA,"Flavobacteriales bacterium: 0.43","15_5m","CB",970,3571561,0,218,4814,708,1751,23914,0.45337,0.03069,3.571561,"bacteria_odb10","70.2","69.4","0.8","10.5","19.3","124","C:70.2%[S:69.4%,D:0.8%],F:10.5%,M:19.3%,n:124","C:11.3%[S:11.3%,D:0.0%],F:6.7%,M:82.0%,n:194","C:3.1%[S:3.1%,D:0.0%],F:1.6%,M:95.3%,n:255"
"15_5m_Bin_16-contigs","taxid assigned","based on 4777/9515 ORFs","1;131567;2","1.00;0.69;0.62","Bacteria","0.62","no support","no support","no support","no support","no support","no support","15_5m","CB",340,6518120,0,42,39262,190,7644,273793,0.28625,0.0369,6.51812,"bacteria_odb10","12.1","6.5","5.6","1.6","86.3","124","C:12.1%[S:6.5%,D:5.6%],F:1.6%,M:86.3%,n:124","C:6.2%[S:3.6%,D:2.6%],F:1.5%,M:92.3%,n:194","C:1.2%[S:0.4%,D:0.8%],F:0.4%,M:98.4%,n:255"
"15_5m_Bin_160-contigs","taxid assigned","based on 2772/2912 ORFs","1;131567;2;1224;28211","1.00;0.91;0.91;0.66;0.43","Bacteria","0.91","Proteobacteria: 0.66","Alphaproteobacteria: 0.43","no support","no support","no support","no support","15_5m","CB",809,2461753,0,207,3701,615,1572,19544,0.60527,0.02534,2.461753,"alphaproteobacteria_odb10","67.1","67.1","0.0","13.9","19.0","432","C:71.8%[S:71.8%,D:0.0%],F:17.7%,M:10.5%,n:124","C:9.8%[S:9.8%,D:0.0%],F:7.7%,M:82.5%,n:194","C:6.3%[S:6.3%,D:0.0%],F:2.4%,M:91.3%,n:255"
"15_5m_Bin_164-contigs","taxid assigned (2/2)","based on 660/2864 ORFs","1;131567;2","1.00;0.98;0.61","Bacteria","0.61","no support","no support","no support","no support","no support","no support","15_5m","CB",1317,2394511,0,401,1802,1091,1115,18871,0.54176,0.0756,2.394511,"Check_logs","-","-","-","-","-","-","-","-","-"
"15_5m_Bin_165-contigs","taxid assigned","based on 3050/3160 ORFs","1;131567;2;1224;28211","1.00;1.00;1.00;0.95;0.91","Bacteria","1.00","Proteobacteria: 0.95","Alphaproteobacteria: 0.91","no support","no support","no support","no support","15_5m","CB",217,3277144,0,32,28798,120,6937,112031,0.63844,0.03328,3.277144,"alphaproteobacteria_odb10","95.6","95.1","0.5","2.5","1.9","432","C:99.2%[S:99.2%,D:0.0%],F:0.0%,M:0.8%,n:124","C:15.5%[S:15.5%,D:0.0%],F:4.6%,M:79.9%,n:194","C:6.7%[S:6.7%,D:0.0%],F:0.8%,M:92.5%,n:255"
"15_5m_Bin_168-contigs","taxid assigned","based on 900/1840 ORFs","1;131567;2;1783270;68336;976","1.00;0.91;0.83;0.54;0.54;0.35","Bacteria","0.83","Bacteroidetes: 0.35","no support","no support","no support","no support","no support","15_5m","CB",416,1063660,0,105,2932,325,1340,24625,0.28235,0.03126,1.06366,"bacteria_odb10","6.5","6.5","0.0","3.2","90.3","124","C:6.5%[S:6.5%,D:0.0%],F:3.2%,M:90.3%,n:124","C:0.5%[S:0.5%,D:0.0%],F:1.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15_5m_Bin_170-contigs","taxid assigned","based on 16101/17981 ORFs","1;131567;2;1783257;74201","1.00;1.00;1.00;0.75;0.66","Bacteria","1.00","Verrucomicrobia: 0.66","no support","no support","no support","no support","no support","15_5m","CB",3439,20995530,0,834,7277,2583,3188,48177,0.61764,0.02659,20.99553,"bacteria_odb10","85.5","50.0","35.5","7.3","7.2","124","C:85.5%[S:50.0%,D:35.5%],F:7.3%,M:7.2%,n:124","C:18.5%[S:8.2%,D:10.3%],F:5.7%,M:75.8%,n:194","C:5.5%[S:3.1%,D:2.4%],F:1.6%,M:92.9%,n:255"
"15_5m_Bin_171-contigs","taxid assigned","based on 680/2052 ORFs","1;131567;2759","1.00;0.98;0.60","Eukaryota","0.60","no support","no support","no support","no support","no support","no support","15_5m","CB",1416,1961493,0,556,1322,1227,1051,7105,0.74247,0.03975,1.961493,"bacteria_odb10","0.8","0.8","0.0","6.5","92.7","124","C:0.8%[S:0.8%,D:0.0%],F:6.5%,M:92.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.5%,M:98.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:2.7%,M:96.9%,n:255"
"15_5m_Bin_172-contigs","taxid assigned","based on 973/995 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;0.99;0.99;0.97;0.96;0.92;0.83;0.83","Bacteria","0.99","Actinobacteria: 0.96","Actinomycetia: 0.92",NA,NA,NA,"Actinobacteria bacterium: 0.83","15_5m","CB",326,784868,0,88,2665,257,1285,11567,0.45428,0.01792,0.784868,"bacteria_odb10","18.5","18.5","0.0","10.5","71.0","124","C:18.5%[S:18.5%,D:0.0%],F:10.5%,M:71.0%,n:124","C:3.6%[S:3.6%,D:0.0%],F:3.1%,M:93.3%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.6%,M:97.2%,n:255"
"15_5m_Bin_174-contigs","taxid assigned","based on 5353/6333 ORFs","1;131567;2","1.00;0.55;0.51","Bacteria","0.51","no support","no support","no support","no support","no support","no support","15_5m","CB",922,4080356,0,111,7756,607,1648,85400,0.38178,0.03865,4.080356,"bacteria_odb10","1.6","1.6","0.0","0.0","98.4","124","C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_175-contigs","taxid assigned (2/2)","based on 15148/15835 ORFs","1;131567;2;1224;1236;135613;1046;53452;61598","1.00;1.00;1.00;0.82;0.80;0.80;0.80;0.34;0.34","Bacteria","1.00","Proteobacteria: 0.82","Gammaproteobacteria: 0.80","Chromatiales: 0.80","Chromatiaceae: 0.80","Lamprocystis: 0.34","Lamprocystis purpurea: 0.34","15_5m","CB",862,17928774,0,150,35515,561,8365,163673,0.64174,0.03495,17.928774,"bacteria_odb10","100.0","22.6","77.4","0.0","0.0","124","C:100.0%[S:22.6%,D:77.4%],F:0.0%,M:0.0%,n:124","C:26.3%[S:10.8%,D:15.5%],F:5.2%,M:68.5%,n:194","C:9.0%[S:5.5%,D:3.5%],F:2.4%,M:88.6%,n:255"
"15_5m_Bin_178-contigs","taxid assigned","based on 3856/4170 ORFs","1;131567;2;1224;1236;135618;2202198;2304002","1.00;1.00;0.99;0.95;0.90;0.85;0.56;0.56","Bacteria","0.99","Proteobacteria: 0.95","Gammaproteobacteria: 0.90","Methylococcales: 0.85",NA,NA,"Methylococcales bacterium: 0.56","15_5m","CB",832,4090976,0,132,8239,548,1965,55990,0.39704,0.03502,4.090976,"gammaproteobacteria_odb10","94.5","89.9","4.6","2.2","3.3","366","C:95.1%[S:91.1%,D:4.0%],F:1.6%,M:3.3%,n:124","C:16.5%[S:16.5%,D:0.0%],F:8.2%,M:75.3%,n:194","C:3.2%[S:1.6%,D:1.6%],F:1.6%,M:95.2%,n:255"
"15_5m_Bin_180-contigs","taxid assigned","based on 5953/6016 ORFs","1;131567;2;1783272;201174;1760","1.00;1.00;0.99;0.97;0.97;0.97","Bacteria","0.99","Actinobacteria: 0.97","Actinomycetia: 0.97","no support","no support","no support","no support","15_5m","CB",1789,4714743,0,392,3179,1372,1278,29769,0.40789,0.01864,4.714743,"bacteria_odb10","75.0","21.0","54.0","10.5","14.5","124","C:75.0%[S:21.0%,D:54.0%],F:10.5%,M:14.5%,n:124","C:13.9%[S:3.1%,D:10.8%],F:2.6%,M:83.5%,n:194","C:3.5%[S:0.4%,D:3.1%],F:2.0%,M:94.5%,n:255"
"15_5m_Bin_181-contigs","taxid assigned","based on 9215/10442 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.58;0.36","Bacteria","0.99","Verrucomicrobia: 0.36","no support","no support","no support","no support","no support","15_5m","CB",884,12779675,0,180,20384,616,6884,133862,0.5606,0.03281,12.779675,"bacteria_odb10","88.7","47.6","41.1","4.8","6.5","124","C:88.7%[S:47.6%,D:41.1%],F:4.8%,M:6.5%,n:124","C:24.7%[S:17.5%,D:7.2%],F:4.6%,M:70.7%,n:194","C:5.1%[S:4.7%,D:0.4%],F:3.1%,M:91.8%,n:255"
"15_5m_Bin_182-contigs","taxid assigned","based on 4595/4726 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.80;0.80;0.79","Bacteria","0.98","Bacteroidetes: 0.79","no support","no support","no support","no support","no support","15_5m","CB",326,5209804,0,20,63596,144,5829,292653,0.34284,0.01914,5.209804,"bacteria_odb10","100.0","21.8","78.2","0.0","0.0","124","C:100.0%[S:21.8%,D:78.2%],F:0.0%,M:0.0%,n:124","C:21.1%[S:8.2%,D:12.9%],F:2.1%,M:76.8%,n:194","C:4.0%[S:2.4%,D:1.6%],F:2.7%,M:93.3%,n:255"
"15_5m_Bin_183-contigs","taxid assigned","based on 2395/3429 ORFs","1;131567;2","1.00;0.69;0.66","Bacteria","0.66","no support","no support","no support","no support","no support","no support","15_5m","CB",1209,1993901,0,401,1632,1021,1073,7776,0.36349,0.04198,1.993901,"bacteria_odb10","8.1","8.1","0.0","7.3","84.6","124","C:8.1%[S:8.1%,D:0.0%],F:7.3%,M:84.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:1.5%,M:97.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
"15_5m_Bin_184-contigs","taxid assigned","based on 2875/3065 ORFs","1;131567;2;1783257;74201;203494;48461;134621;1032526;2638824;2024890","1.00;1.00;1.00;0.79;0.76;0.54;0.54;0.53;0.53;0.53;0.53","Bacteria","1.00","Verrucomicrobia: 0.76","Verrucomicrobiae: 0.54","Verrucomicrobiales: 0.54","Verrucomicrobia subdivision 3: 0.53","Pedosphaera: 0.53","Pedosphaera sp.: 0.53","15_5m","CB",1263,2677142,0,366,2305,1021,1213,19888,0.60172,0.02866,2.677142,"bacteria_odb10","48.4","48.4","0.0","23.4","28.2","124","C:48.4%[S:48.4%,D:0.0%],F:23.4%,M:28.2%,n:124","C:9.8%[S:9.8%,D:0.0%],F:4.6%,M:85.6%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:255"
"15_5m_Bin_188-contigs","taxid assigned","based on 2606/2730 ORFs","1;131567;2;1783272;200795;301297;1318598;2026734","1.00;1.00;0.99;0.86;0.86;0.62;0.61;0.61","Bacteria","0.99","Chloroflexi: 0.86","Dehalococcoidia: 0.62",NA,NA,NA,"Dehalococcoidia bacterium: 0.61","15_5m","CB",994,2059480,0,309,2219,808,1227,14014,0.54354,0.03234,2.05948,"bacteria_odb10","50.8","48.4","2.4","22.6","26.6","124","C:50.8%[S:48.4%,D:2.4%],F:22.6%,M:26.6%,n:124","C:9.8%[S:9.8%,D:0.0%],F:8.2%,M:82.0%,n:194","C:3.1%[S:3.1%,D:0.0%],F:1.2%,M:95.7%,n:255"
"15_5m_Bin_191-contigs","taxid assigned","based on 8223/8401 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.97;0.91;0.88;0.42;0.41","Bacteria","1.00","Actinobacteria: 0.91","Actinomycetia: 0.88",NA,NA,NA,"Actinobacteria bacterium: 0.41","15_5m","CB",1717,7380650,0,277,6381,1173,1801,144248,0.44674,0.01929,7.38065,"bacteria_odb10","96.0","23.4","72.6","3.2","0.8","124","C:96.0%[S:23.4%,D:72.6%],F:3.2%,M:0.8%,n:124","C:20.6%[S:3.6%,D:17.0%],F:4.1%,M:75.3%,n:194","C:5.1%[S:0.8%,D:4.3%],F:2.0%,M:92.9%,n:255"
"15_5m_Bin_192-contigs","taxid assigned","based on 198/1334 ORFs","1;131567;2759","1.00;0.98;0.67","Eukaryota","0.67","no support","no support","no support","no support","no support","no support","15_5m","CB",543,1118951,0,157,2253,441,1190,11591,0.49771,0.04424,1.118951,"archaea_odb10","1.0","1.0","0.0","0.5","98.5","194","C:0.0%[S:0.0%,D:0.0%],F:0.8%,M:99.2%,n:124","C:1.0%[S:1.0%,D:0.0%],F:0.5%,M:98.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255"
"15_5m_Bin_193-contigs","taxid assigned (2/2)","based on 12264/13061 ORFs","1;131567;2;1224","1.00;1.00;1.00;0.34","Bacteria","1.00","Proteobacteria: 0.34","no support","no support","no support","no support","no support","15_5m","CB",735,15369667,0,130,36679,460,8958,133287,0.56199,0.02721,15.369667,"bacteria_odb10","100.0","26.6","73.4","0.0","0.0","124","C:100.0%[S:26.6%,D:73.4%],F:0.0%,M:0.0%,n:124","C:24.2%[S:9.3%,D:14.9%],F:5.2%,M:70.6%,n:194","C:8.2%[S:5.1%,D:3.1%],F:2.4%,M:89.4%,n:255"
"15_5m_Bin_194-contigs","taxid assigned","based on 2090/2152 ORFs","1;131567;2;1783270;68336;976;1853228","1.00;0.98;0.98;0.92;0.92;0.92;0.88","Bacteria","0.98","Bacteroidetes: 0.92","Chitinophagia: 0.88","no support","no support","no support","no support","15_5m","CB",782,1644763,0,216,2273,629,1165,18607,0.35154,0.02077,1.644763,"bacteria_odb10","37.1","36.3","0.8","12.9","50.0","124","C:37.1%[S:36.3%,D:0.8%],F:12.9%,M:50.0%,n:124","C:6.2%[S:5.7%,D:0.5%],F:3.6%,M:90.2%,n:194","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:255"
"15_5m_Bin_196-contigs","taxid assigned","based on 6476/7215 ORFs","1;131567;2;1783257;74201","1.00;1.00;0.99;0.68;0.55","Bacteria","0.99","Verrucomicrobia: 0.55","no support","no support","no support","no support","no support","15_5m","CB",3557,6068425,0,1260,1760,2988,1135,7439,0.63704,0.03252,6.068425,"bacteria_odb10","36.3","33.1","3.2","17.7","46.0","124","C:36.3%[S:33.1%,D:3.2%],F:17.7%,M:46.0%,n:124","C:5.7%[S:5.2%,D:0.5%],F:5.7%,M:88.6%,n:194","C:0.0%[S:0.0%,D:0.0%],F:1.2%,M:98.8%,n:255"
"15_5m_Bin_197-contigs","taxid assigned","based on 11757/12509 ORFs","1;131567;2;1783272;200795","1.00;1.00;1.00;0.90;0.89","Bacteria","1.00","Chloroflexi: 0.89","no support","no support","no support","no support","no support","15_5m","CB",3876,11440917,0,824,3564,2916,1397,43629,0.49833,0.03373,11.440917,"bacteria_odb10","78.3","32.3","46.0","8.9","12.8","124","C:78.3%[S:32.3%,D:46.0%],F:8.9%,M:12.8%,n:124","C:20.1%[S:9.8%,D:10.3%],F:4.6%,M:75.3%,n:194","C:7.1%[S:5.1%,D:2.0%],F:3.5%,M:89.4%,n:255"
"15_5m_Bin_198-contigs","taxid assigned","based on 831/1499 ORFs","1;131567;2;1783270;68336;976","1.00;0.88;0.78;0.52;0.52;0.52","Bacteria","0.78","Bacteroidetes: 0.52","no support","no support","no support","no support","no support","15_5m","CB",216,1317196,0,16,22225,122,1902,99506,0.39371,0.05102,1.317196,"bacteria_odb10","3.2","3.2","0.0","4.8","92.0","124","C:3.2%[S:3.2%,D:0.0%],F:4.8%,M:92.0%,n:124","C:2.1%[S:2.1%,D:0.0%],F:2.6%,M:95.3%,n:194","C:0.4%[S:0.0%,D:0.4%],F:0.0%,M:99.6%,n:255"
"15_5m_Bin_20-contigs","taxid assigned","based on 5567/5726 ORFs","1;131567;2;1783257;74201","1.00;1.00;1.00;0.70;0.69","Bacteria","1.00","Verrucomicrobia: 0.69","no support","no support","no support","no support","no support","15_5m","CB",1687,5116498,0,338,3920,1253,1375,58523,0.62789,0.0212,5.116498,"bacteria_odb10","81.5","44.4","37.1","9.7","8.8","124","C:81.5%[S:44.4%,D:37.1%],F:9.7%,M:8.8%,n:124","C:10.8%[S:4.1%,D:6.7%],F:7.7%,M:81.5%,n:194","C:2.4%[S:1.2%,D:1.2%],F:2.0%,M:95.6%,n:255"
"15_5m_Bin_200-contigs","taxid assigned","based on 2930/4099 ORFs","1;131567;2","1.00;0.60;0.56","Bacteria","0.56","no support","no support","no support","no support","no support","no support","15_5m","CB",1175,2537117,0,323,2352,942,1186,20285,0.39737,0.0407,2.537117,"bacteria_odb10","3.2","3.2","0.0","4.0","92.8","124","C:3.2%[S:3.2%,D:0.0%],F:4.0%,M:92.8%,n:124","C:1.5%[S:1.0%,D:0.5%],F:2.1%,M:96.4%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_202-contigs","taxid assigned (1/2)","based on 1415/2143 ORFs","1;131567;2","1.00;0.52;0.51","Bacteria","0.51","no support","no support","no support","no support","no support","no support","15_5m","CB",265,1344886,0,29,9528,167,1781,108405,0.43694,0.04452,1.344886,"bacteria_odb10","2.4","2.4","0.0","1.6","96.0","124","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_203-contigs","taxid assigned (2/2)","based on 5236/5833 ORFs","1;131567;2;1224;1553900;213481;213483;958","1.00;1.00;0.97;0.48;0.44;0.43;0.39;0.38","Bacteria","0.97","Proteobacteria: 0.48","Oligoflexia: 0.44","Bdellovibrionales: 0.43","Bdellovibrionaceae: 0.39","Bdellovibrio: 0.38","no support","15_5m","CB",171,6257210,0,17,96683,76,14686,454244,0.40597,0.04349,6.25721,"firmicutes_odb10","92.2","63.8","28.4","0.0","7.8","218","C:97.5%[S:55.6%,D:41.9%],F:1.6%,M:0.9%,n:124","C:21.1%[S:14.4%,D:6.7%],F:4.1%,M:74.8%,n:194","C:5.9%[S:4.3%,D:1.6%],F:2.7%,M:91.4%,n:255"
"15_5m_Bin_204-contigs","taxid assigned","based on 18677/21204 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.51;0.51;0.44","Bacteria","0.98","Bacteroidetes: 0.44","no support","no support","no support","no support","no support","15_5m","CB",8707,18806066,0,2776,2370,7063,1285,11891,0.45208,0.04323,18.806066,"bacteria_odb10","78.3","31.5","46.8","11.3","10.4","124","C:78.3%[S:31.5%,D:46.8%],F:11.3%,M:10.4%,n:124","C:18.5%[S:10.8%,D:7.7%],F:4.6%,M:76.9%,n:194","C:4.0%[S:2.0%,D:2.0%],F:3.5%,M:92.5%,n:255"
"15_5m_Bin_205-contigs","taxid assigned","based on 1299/1435 ORFs","1;131567;2;2323;1783234;1783273;1794811;1752728","1.00;1.00;0.97;0.85;0.85;0.84;0.63;0.52","Bacteria","0.97","Candidatus Falkowbacteria: 0.52","no support","no support","no support","no support","no support","15_5m","CB",268,1257564,0,65,5898,197,2440,21976,0.34395,0.01956,1.257564,"bacteria_odb10","54.0","42.7","11.3","12.9","33.1","124","C:54.0%[S:42.7%,D:11.3%],F:12.9%,M:33.1%,n:124","C:10.3%[S:8.2%,D:2.1%],F:2.6%,M:87.1%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:255"
"15_5m_Bin_206-contigs","taxid assigned (2/2)","based on 11460/12803 ORFs","1;131567;2;1783257","1.00;0.99;0.98;0.32","Bacteria","0.98","no support","no support","no support","no support","no support","no support","15_5m","CB",6539,9533856,0,2493,1430,5624,1062,5328,0.58435,0.04402,9.533856,"bacteria_odb10","46.0","35.5","10.5","27.4","26.6","124","C:46.0%[S:35.5%,D:10.5%],F:27.4%,M:26.6%,n:124","C:9.3%[S:6.7%,D:2.6%],F:7.7%,M:83.0%,n:194","C:2.8%[S:2.4%,D:0.4%],F:3.5%,M:93.7%,n:255"
"15_5m_Bin_208-contigs","taxid assigned","based on 1235/1890 ORFs","1;131567;2","1.00;0.81;0.73","Bacteria","0.73","no support","no support","no support","no support","no support","no support","15_5m","CB",735,1205481,0,248,1636,622,1080,11373,0.2953,0.05041,1.205481,"archaea_odb10","2.6","2.6","0.0","0.0","97.4","194","C:0.8%[S:0.8%,D:0.0%],F:1.6%,M:97.6%,n:124","C:2.6%[S:2.6%,D:0.0%],F:0.0%,M:97.4%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_Bin_209-contigs","taxid assigned","based on 4428/4462 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.97;0.97;0.56;0.31;0.31","Bacteria","1.00","Actinobacteria: 0.97","Actinomycetia: 0.56",NA,NA,NA,"Actinobacteria bacterium: 0.31","15_5m","CB",923,3874549,0,243,4960,699,2250,21342,0.46369,0.01633,3.874549,"bacteria_odb10","56.4","14.5","41.9","3.2","40.4","124","C:56.4%[S:14.5%,D:41.9%],F:3.2%,M:40.4%,n:124","C:16.0%[S:3.6%,D:12.4%],F:3.1%,M:80.9%,n:194","C:4.0%[S:2.0%,D:2.0%],F:1.6%,M:94.4%,n:255"
"15_5m_Bin_21-contigs","taxid assigned","based on 3844/4388 ORFs","1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728","1.00;0.95;0.94;0.76;0.76;0.76;0.56;0.52;0.46;0.45;0.45","Bacteria","0.94","Bacteroidetes: 0.76","Flavobacteriia: 0.56","Flavobacteriales: 0.52","Crocinitomicaceae: 0.46",NA,"Crocinitomicaceae bacterium: 0.45","15_5m","CB",543,4176863,0,102,11660,347,3456,62806,0.32693,0.02791,4.176863,"flavobacteriales_odb10","81.5","80.8","0.7","4.8","13.7","733","C:87.1%[S:87.1%,D:0.0%],F:8.1%,M:4.8%,n:124","C:16.5%[S:16.0%,D:0.5%],F:5.2%,M:78.3%,n:194","C:2.4%[S:2.4%,D:0.0%],F:2.7%,M:94.9%,n:255"
"15_5m_Bin_210-contigs","taxid assigned","based on 751/1240 ORFs","1;131567;2;1224;1236;135613;1046;1047;61644","1.00;0.98;0.94;0.77;0.63;0.47;0.47;0.41;0.35","Bacteria","0.94","Proteobacteria: 0.77","Gammaproteobacteria: 0.63","Chromatiales: 0.47","Chromatiaceae: 0.47","Chromatium: 0.41","Chromatium okenii: 0.35","15_5m","CB",580,1105811,0,177,2022,477,1141,14046,0.43322,0.05777,1.105811,"bacteria_odb10","3.2","3.2","0.0","5.6","91.2","124","C:3.2%[S:3.2%,D:0.0%],F:5.6%,M:91.2%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
"15_5m_Bin_211-contigs","taxid assigned","based on 1922/2146 ORFs","1;131567;2;1783270;68336;976;1853228","1.00;0.86;0.85;0.72;0.72;0.72;0.31","Bacteria","0.85","Bacteroidetes: 0.72","Chitinophagia: 0.31","no support","no support","no support","no support","15_5m","CB",864,1467911,0,276,1660,724,1091,15567,0.34336,0.02967,1.467911,"bacteria_odb10","12.1","11.3","0.8","16.1","71.8","124","C:12.1%[S:11.3%,D:0.8%],F:16.1%,M:71.8%,n:124","C:2.1%[S:2.1%,D:0.0%],F:2.1%,M:95.8%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:255"
"15_5m_Bin_212-contigs","taxid assigned","based on 553/1074 ORFs","1;131567;2","1.00;0.85;0.69","Bacteria","0.69","no support","no support","no support","no support","no support","no support","15_5m","CB",239,884572,0,51,4686,172,1703,23616,0.39614,0.04066,0.884572,"archaea_odb10","2.6","2.1","0.5","0.0","97.4","194","C:1.6%[S:0.8%,D:0.8%],F:0.8%,M:97.6%,n:124","C:2.6%[S:2.1%,D:0.5%],F:0.0%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.4%,M:99.2%,n:255"
