"MAG","classification","reason","lineage","lineage.scores","superkingdom","confidence","phylum","class","order","family","genus","species","Depth.x","category","n_contigs","contig_bp","gap_pct","ctg_N50","ctg_L50","ctg_N90","ctg_L90","ctg_max","gc_avg","gc_std","size_mbp","Dataset","Complete","Single","Duplicated","Fragmented","Missing","n_markers","Scores_bacteria_odb10","Scores_archaea_odb10","Scores_eukaryota_odb10"
"15_5m_179.fa","taxid assigned","based on 542/844 ORFs","1;131567;2","1.00;0.86;0.83","Bacteria","0.83","no support","no support","no support","no support","no support","no support","15_5m","NCB",261,654108,0,77,2950,207,1351,12564,0.42837,0.04562,0.654108,"archaea_odb10","1.5","1.5","0","0.5","98","194","C:1.6%[S:1.6%,D:0.0%],F:0.8%,M:97.6%,n:124","C:1.5%[S:1.5%,D:0.0%],F:0.5%,M:98.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_18.fa","taxid assigned","based on 12268/12738 ORFs","1;131567;2;1224;28216;80840","1.00;0.99;0.98;0.85;0.69;0.47","Bacteria","0.98","Proteobacteria: 0.85","Betaproteobacteria: 0.69","Burkholderiales: 0.47","no support","no support","no support","15_5m","NCB",5417,9068616,0,1953,1710,4571,1124,6875,0.58656,0.0376,9.068616,"burkholderiales_odb10","70.2","36.8","33.4","13.4","16.4","688","C:58.9%[S:35.5%,D:23.4%],F:18.5%,M:22.6%,n:124","C:12.4%[S:6.2%,D:6.2%],F:4.1%,M:83.5%,n:194","C:4.7%[S:3.9%,D:0.8%],F:1.6%,M:93.7%,n:255"
"15_5m_180.fa","taxid assigned","based on 14036/14941 ORFs","1;131567;2;1224;68525;28221;122706;2026735","1.00;1.00;0.99;0.85;0.76;0.76;0.33;0.31","Bacteria","0.99","Proteobacteria: 0.85","Deltaproteobacteria: 0.76",NA,NA,NA,"Deltaproteobacteria bacterium: 0.31","15_5m","NCB",1373,15998088,0,286,14856,998,5536,147729,0.48182,0.03984,15.998088,"bacteria_odb10","97.6","8.9","88.7","0.8","1.6","124","C:97.6%[S:8.9%,D:88.7%],F:0.8%,M:1.6%,n:124","C:26.3%[S:7.2%,D:19.1%],F:4.1%,M:69.6%,n:194","C:5.9%[S:2.4%,D:3.5%],F:3.1%,M:91.0%,n:255"
"15_5m_183.fa","taxid assigned","based on 4770/5292 ORFs","1;131567;2;1783257;203682;473814;2026780","1.00;1.00;1.00;0.91;0.90;0.58;0.58","Bacteria","1.00","Planctomycetes: 0.90",NA,NA,NA,NA,"Planctomycetes bacterium: 0.58","15_5m","NCB",333,6996076,0,64,34770,205,10194,102637,0.54353,0.01691,6.996076,"bacteria_odb10","83.9","83.9","0","5.6","10.5","124","C:83.9%[S:83.9%,D:0.0%],F:5.6%,M:10.5%,n:124","C:18.6%[S:18.6%,D:0.0%],F:4.6%,M:76.8%,n:194","C:4.3%[S:3.9%,D:0.4%],F:3.1%,M:92.6%,n:255"
"15_5m_184.fa","taxid assigned","based on 2329/2416 ORFs","1;131567;2;1783257;74201;414999;415000;134623","1.00;1.00;1.00;0.98;0.97;0.96;0.49;0.49","Bacteria","1.00","Verrucomicrobia: 0.97","Opitutae: 0.96","Opitutales: 0.49","Opitutaceae: 0.49","no support","no support","15_5m","NCB",739,2069562,0,200,3362,569,1491,15759,0.56216,0.02425,2.069562,"bacteria_odb10","56.5","56.5","0","20.2","23.3","124","C:56.5%[S:56.5%,D:0.0%],F:20.2%,M:23.3%,n:124","C:6.7%[S:6.7%,D:0.0%],F:3.1%,M:90.2%,n:194","C:2.7%[S:2.7%,D:0.0%],F:1.6%,M:95.7%,n:255"
"15_5m_187.fa","taxid assigned","based on 4570/7079 ORFs","1;131567;2","1.00;0.83;0.78","Bacteria","0.78","no support","no support","no support","no support","no support","no support","15_5m","NCB",886,6775156,0,152,11718,607,3349,78335,0.32571,0.045,6.775156,"archaea_odb10","4.1","1.5","2.6","1","94.9","194","C:2.4%[S:0.8%,D:1.6%],F:0.8%,M:96.8%,n:124","C:4.1%[S:1.5%,D:2.6%],F:1.0%,M:94.9%,n:194","C:1.2%[S:0.8%,D:0.4%],F:0.4%,M:98.4%,n:255"
"15_5m_188.fa","taxid assigned","based on 4417/4549 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.81;0.81;0.80","Bacteria","0.98","Bacteroidetes: 0.80","no support","no support","no support","no support","no support","15_5m","NCB",242,5061526,0,19,64544,123,8037,292653,0.34265,0.01491,5.061526,"bacteria_odb10","99.2","22.6","76.6","0.8","0","124","C:99.2%[S:22.6%,D:76.6%],F:0.8%,M:0.0%,n:124","C:21.2%[S:9.3%,D:11.9%],F:2.1%,M:76.7%,n:194","C:4.0%[S:2.4%,D:1.6%],F:2.7%,M:93.3%,n:255"
"15_5m_189.fa","taxid assigned","based on 4141/5525 ORFs","1;131567;2;1783270;68336;976","1.00;0.97;0.95;0.64;0.64;0.60","Bacteria","0.95","Bacteroidetes: 0.60","no support","no support","no support","no support","no support","15_5m","NCB",939,4880648,0,194,6143,694,2523,84179,0.33776,0.03329,4.880648,"bacteria_odb10","5.6","5.6","0","4.8","89.6","124","C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:2.6%[S:2.6%,D:0.0%],F:2.1%,M:95.3%,n:194","C:0.8%[S:0.8%,D:0.0%],F:0.4%,M:98.8%,n:255"
"15_5m_19.fa","taxid assigned","based on 3970/4242 ORFs","1;131567;2;1224;1236;135618;2202198;2304002","1.00;1.00;0.99;0.96;0.90;0.73;0.48;0.48","Bacteria","0.99","Proteobacteria: 0.96","Gammaproteobacteria: 0.90","Methylococcales: 0.73",NA,NA,"Methylococcales bacterium: 0.48","15_5m","NCB",649,4100133,0,128,8810,457,2879,55990,0.40009,0.03095,4.100133,"bacteria_odb10","68.6","59.7","8.9","1.6","29.8","124","C:68.6%[S:59.7%,D:8.9%],F:1.6%,M:29.8%,n:124","C:15.4%[S:14.9%,D:0.5%],F:7.2%,M:77.4%,n:194","C:3.2%[S:2.4%,D:0.8%],F:1.6%,M:95.2%,n:255"
"15_5m_190.fa","taxid assigned","based on 2128/2385 ORFs","1;131567;2;1783257;256845","1.00;1.00;0.99;0.72;0.35","Bacteria","0.99","Lentisphaerae: 0.35","no support","no support","no support","no support","no support","15_5m","NCB",1157,1791058,0,428,1521,987,1089,5041,0.50123,0.04601,1.791058,"bacteria_odb10","22.6","21.8","0.8","16.1","61.3","124","C:22.6%[S:21.8%,D:0.8%],F:16.1%,M:61.3%,n:124","C:4.1%[S:4.1%,D:0.0%],F:5.7%,M:90.2%,n:194","C:1.2%[S:1.2%,D:0.0%],F:1.6%,M:97.2%,n:255"
"15_5m_191.fa","taxid assigned","based on 1359/1428 ORFs","1;131567;2;1783270;68336;976","1.00;0.99;0.98;0.86;0.86;0.85","Bacteria","0.98","Bacteroidetes: 0.85","no support","no support","no support","no support","no support","15_5m","NCB",708,1013173,0,277,1398,611,1066,7071,0.3922,0.03116,1.013173,"bacteria_odb10","15.3","14.5","0.8","11.3","73.4","124","C:15.3%[S:14.5%,D:0.8%],F:11.3%,M:73.4%,n:124","C:4.1%[S:4.1%,D:0.0%],F:3.1%,M:92.8%,n:194","C:0.4%[S:0.4%,D:0.0%],F:1.6%,M:98.0%,n:255"
"15_5m_194.fa","taxid assigned","based on 586/1405 ORFs","1;131567;2","1.00;0.89;0.68","Bacteria","0.68","no support","no support","no support","no support","no support","no support","15_5m","NCB",789,1385038,0,244,1709,657,1090,29736,0.24952,0.05472,1.385038,"mycoplasmatales_odb10","4","3.4","0.6","0","96","174","C:6.5%[S:6.5%,D:0.0%],F:4.8%,M:88.7%,n:124","C:0.0%[S:0.0%,D:0.0%],F:1.0%,M:99.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_196.fa","taxid assigned","based on 2707/4072 ORFs","1;131567;2","1.00;0.69;0.62","Bacteria","0.62","no support","no support","no support","no support","no support","no support","15_5m","NCB",541,2900027,0,47,12435,335,1838,91532,0.31765,0.02699,2.900027,"bacteria_odb10","0.8","0","0.8","1.6","97.6","124","C:0.8%[S:0.0%,D:0.8%],F:1.6%,M:97.6%,n:124","C:0.5%[S:0.0%,D:0.5%],F:0.5%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_197.fa","taxid assigned","based on 3621/3815 ORFs","1;131567;2;1224;68525;28221;213118;213121;231686;2053307","1.00;1.00;1.00;0.84;0.52;0.52;0.48;0.45;0.40;0.39","Bacteria","1.00","Proteobacteria: 0.84","Deltaproteobacteria: 0.52","Desulfobacterales: 0.48","Desulfobulbaceae: 0.45",NA,"Desulfobulbaceae bacterium: 0.39","15_5m","NCB",1638,3037911,0,581,1984,1364,1206,5966,0.53955,0.04003,3.037911,"bacteria_odb10","25.8","21.8","4","12.9","61.3","124","C:25.8%[S:21.8%,D:4.0%],F:12.9%,M:61.3%,n:124","C:6.7%[S:6.7%,D:0.0%],F:3.1%,M:90.2%,n:194","C:1.6%[S:1.2%,D:0.4%],F:1.6%,M:96.8%,n:255"
"15_5m_198.fa","taxid assigned","based on 1277/1446 ORFs","1;131567;2;1783270;68336;976","1.00;0.95;0.94;0.54;0.54;0.52","Bacteria","0.94","Bacteroidetes: 0.52","no support","no support","no support","no support","no support","15_5m","NCB",843,2482090,0,197,3520,638,1443,48614,0.40839,0.04526,2.48209,"bacteria_odb10","8.9","8.9","0","1.6","89.5","124","C:8.9%[S:8.9%,D:0.0%],F:1.6%,M:89.5%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_199.fa","taxid assigned","based on 281/483 ORFs","1;131567;2","1.00;0.95;0.75","Bacteria","0.75","no support","no support","no support","no support","no support","no support","15_5m","NCB",297,588241,0,88,2087,242,1129,7782,0.48609,0.04287,0.588241,"mollicutes_odb10","0","0","0","0.7","99.3","151","C:0.0%[S:0.0%,D:0.0%],F:1.6%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_2.fa","taxid assigned","based on 26606/31940 ORFs","1;131567;2;1783270;68336;976","1.00;0.97;0.95;0.61;0.60;0.53","Bacteria","0.95","Bacteroidetes: 0.53","no support","no support","no support","no support","no support","15_5m","NCB",13519,22835192,0,4643,1707,11358,1113,14046,0.33649,0.02961,22.835192,"bacteria_odb10","87.9","25","62.9","8.9","3.2","124","C:87.9%[S:25.0%,D:62.9%],F:8.9%,M:3.2%,n:124","C:22.2%[S:13.4%,D:8.8%],F:8.2%,M:69.6%,n:194","C:5.5%[S:3.5%,D:2.0%],F:3.9%,M:90.6%,n:255"
"15_5m_20.fa","taxid assigned","based on 1071/1242 ORFs","1;131567;2;1783257;203682;473814;2026780","1.00;1.00;0.99;0.63;0.62;0.56;0.56","Bacteria","0.99","Planctomycetes: 0.62",NA,NA,NA,NA,"Planctomycetes bacterium: 0.56","15_5m","NCB",607,959720,0,204,1475,515,1075,68275,0.51861,0.03252,0.95972,"bacteria_odb10","5.6","5.6","0","4.8","89.6","124","C:5.6%[S:5.6%,D:0.0%],F:4.8%,M:89.6%,n:124","C:1.0%[S:1.0%,D:0.0%],F:1.0%,M:98.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
"15_5m_200.fa","taxid assigned","based on 2697/2774 ORFs","1;131567;2;1783270;68336;976;37452;1898104","1.00;1.00;1.00;0.98;0.98;0.98;0.66;0.55","Bacteria","1.00","Bacteroidetes: 0.98",NA,NA,NA,NA,"Bacteroidetes bacterium: 0.55","15_5m","NCB",296,3036655,0,64,13919,202,4663,72601,0.36537,0.017,3.036655,"bacteria_odb10","77.4","77.4","0","7.3","15.3","124","C:77.4%[S:77.4%,D:0.0%],F:7.3%,M:15.3%,n:124","C:13.4%[S:12.9%,D:0.5%],F:3.1%,M:83.5%,n:194","C:3.9%[S:3.9%,D:0.0%],F:2.4%,M:93.7%,n:255"
"15_5m_201.fa","taxid assigned","based on 5849/6128 ORFs","1;131567;2;1783270;68336;976;117743;200644","1.00;1.00;1.00;0.93;0.93;0.92;0.69;0.65","Bacteria","1.00","Bacteroidetes: 0.92","Flavobacteriia: 0.69","Flavobacteriales: 0.65","no support","no support","no support","15_5m","NCB",109,7096871,0,17,127733,61,30146,410124,0.3426,0.01305,7.096871,"bacteria_odb10","99.2","10.5","88.7","0.8","0","124","C:99.2%[S:10.5%,D:88.7%],F:0.8%,M:0.0%,n:124","C:19.1%[S:3.6%,D:15.5%],F:3.1%,M:77.8%,n:194","C:3.9%[S:0.0%,D:3.9%],F:2.4%,M:93.7%,n:255"
"15_5m_202.fa","taxid assigned","based on 10052/10508 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.79;0.79;0.78","Bacteria","0.99","Bacteroidetes: 0.78","no support","no support","no support","no support","no support","15_5m","NCB",1140,11070863,0,203,12406,812,4336,131455,0.32376,0.02201,11.070863,"bacteria_odb10","94.4","22.6","71.8","1.6","4","124","C:94.4%[S:22.6%,D:71.8%],F:1.6%,M:4.0%,n:124","C:19.5%[S:4.6%,D:14.9%],F:4.6%,M:75.9%,n:194","C:4.3%[S:1.2%,D:3.1%],F:2.7%,M:93.0%,n:255"
"15_5m_203.fa","taxid assigned","based on 1576/1656 ORFs","1;131567;2;1783272;1239;186801;186802","1.00;1.00;0.99;0.87;0.86;0.48;0.35","Bacteria","0.99","Firmicutes: 0.86","Clostridia: 0.48","Eubacteriales: 0.35","no support","no support","no support","15_5m","NCB",439,1385764,0,113,3721,334,1607,25531,0.46991,0.0298,1.385764,"clostridiales_odb10","49.6","49.6","0","14.4","36","264","C:50.8%[S:50.0%,D:0.8%],F:11.3%,M:37.9%,n:124","C:11.9%[S:11.9%,D:0.0%],F:4.6%,M:83.5%,n:194","C:3.1%[S:3.1%,D:0.0%],F:1.2%,M:95.7%,n:255"
"15_5m_204.fa","taxid assigned","based on 1600/1670 ORFs","1;131567;2;1224","1.00;1.00;0.99;0.91","Bacteria","0.99","Proteobacteria: 0.91","no support","no support","no support","no support","no support","15_5m","NCB",536,1182409,0,160,2353,432,1258,11448,0.286,0.03179,1.182409,"alphaproteobacteria_odb10","48.1","39.1","9","16","35.9","432","C:58.1%[S:47.6%,D:10.5%],F:16.9%,M:25.0%,n:124","C:9.2%[S:8.2%,D:1.0%],F:4.1%,M:86.7%,n:194","C:3.5%[S:2.7%,D:0.8%],F:1.2%,M:95.3%,n:255"
"15_5m_206.fa","taxid assigned","based on 766/2151 ORFs","1;131567;2759","1.00;0.96;0.60","Eukaryota","0.60","no support","no support","no support","no support","no support","no support","15_5m","NCB",1477,2060437,0,575,1333,1279,1051,7105,0.74267,0.03884,2.060437,"bacteria_odb10","0.8","0.8","0","8.1","91.1","124","C:0.8%[S:0.8%,D:0.0%],F:8.1%,M:91.1%,n:124","C:0.5%[S:0.5%,D:0.0%],F:2.1%,M:97.4%,n:194","C:0.4%[S:0.4%,D:0.0%],F:3.5%,M:96.1%,n:255"
"15_5m_209.fa","taxid assigned","based on 463/633 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;0.98;0.96;0.57;0.57;0.57;0.57;0.57","Bacteria","0.96","Actinobacteria: 0.57","Actinomycetia: 0.57",NA,NA,NA,"Actinobacteria bacterium: 0.57","15_5m","NCB",161,532453,0,32,4983,116,1417,18481,0.49797,0.04436,0.532453,"archaea_odb10","1","0.5","0.5","0","99","194","C:0.8%[S:0.8%,D:0.0%],F:0.8%,M:98.4%,n:124","C:1.0%[S:0.5%,D:0.5%],F:0.0%,M:99.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_21.fa","taxid assigned","based on 11218/11766 ORFs","1;131567;2;1224;28216;80840","1.00;0.99;0.99;0.88;0.76;0.48","Bacteria","0.99","Proteobacteria: 0.88","Betaproteobacteria: 0.76","Burkholderiales: 0.48","no support","no support","no support","15_5m","NCB",1949,11066060,0,431,6656,1462,2852,94718,0.52744,0.02952,11.06606,"bacteria_odb10","99.2","16.1","83.1","0.8","0","124","C:99.2%[S:16.1%,D:83.1%],F:0.8%,M:0.0%,n:124","C:19.6%[S:3.6%,D:16.0%],F:3.6%,M:76.8%,n:194","C:6.6%[S:2.7%,D:3.9%],F:2.4%,M:91.0%,n:255"
"15_5m_212.fa","taxid assigned","based on 12620/15283 ORFs","1;131567;2;2323;1783234;1783273","1.00;0.90;0.82;0.45;0.45;0.43","Bacteria","0.82","no support","no support","no support","no support","no support","no support","15_5m","NCB",919,14158014,0,124,28428,563,6116,273793,0.34268,0.03247,14.158014,"bacteria_odb10","99.2","42.7","56.5","0","0.8","124","C:99.2%[S:42.7%,D:56.5%],F:0.0%,M:0.8%,n:124","C:24.8%[S:12.9%,D:11.9%],F:5.2%,M:70.0%,n:194","C:5.1%[S:3.5%,D:1.6%],F:2.0%,M:92.9%,n:255"
"15_5m_213.fa","taxid assigned","based on 3598/3868 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.70;0.69;0.67","Bacteria","0.99","Bacteroidetes: 0.67","no support","no support","no support","no support","no support","15_5m","NCB",980,4112191,0,285,4661,775,2454,24959,0.41095,0.02261,4.112191,"bacteria_odb10","56.5","47.6","8.9","12.9","30.6","124","C:56.5%[S:47.6%,D:8.9%],F:12.9%,M:30.6%,n:124","C:14.4%[S:13.9%,D:0.5%],F:3.1%,M:82.5%,n:194","C:0.8%[S:0.8%,D:0.0%],F:3.1%,M:96.1%,n:255"
"15_5m_214.fa","taxid assigned","based on 8075/8224 ORFs","1;131567;2;1783272;201174;1760;52018;1883427","1.00;1.00;1.00;0.96;0.93;0.72;0.41;0.40","Bacteria","1.00","Actinobacteria: 0.93","Actinomycetia: 0.72",NA,NA,NA,"Actinobacteria bacterium: 0.40","15_5m","NCB",3282,5995409,0,1123,1924,2730,1170,9410,0.46354,0.02091,5.995409,"bacteria_odb10","76.7","32.3","44.4","7.3","16","124","C:76.7%[S:32.3%,D:44.4%],F:7.3%,M:16.0%,n:124","C:18.0%[S:8.2%,D:9.8%],F:4.6%,M:77.4%,n:194","C:4.7%[S:2.7%,D:2.0%],F:2.0%,M:93.3%,n:255"
"15_5m_215.fa","taxid assigned","based on 3740/4171 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.91;0.91;0.88","Bacteria","0.99","Bacteroidetes: 0.88","no support","no support","no support","no support","no support","15_5m","NCB",495,5469155,0,122,14577,352,5318,65358,0.46556,0.0231,5.469155,"bacteria_odb10","62.9","60.5","2.4","6.5","30.6","124","C:62.9%[S:60.5%,D:2.4%],F:6.5%,M:30.6%,n:124","C:17.0%[S:17.0%,D:0.0%],F:4.1%,M:78.9%,n:194","C:3.5%[S:3.1%,D:0.4%],F:3.5%,M:93.0%,n:255"
"15_5m_217.fa","taxid assigned","based on 921/2233 ORFs","1;131567;2;1224","1.00;0.98;0.58;0.31","Bacteria","0.58","Proteobacteria: 0.31","no support","no support","no support","no support","no support","15_5m","NCB",1136,2734197,0,298,2917,891,1238,16885,0.40295,0.04977,2.734197,"mycoplasmatales_odb10","1.1","1.1","0","1.7","97.2","174","C:1.6%[S:1.6%,D:0.0%],F:0.0%,M:98.4%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.0%,M:99.6%,n:255"
"15_5m_218.fa","taxid assigned","based on 3214/4180 ORFs","1;131567;2;48479;1234023","1.00;0.99;0.95;0.63;0.63","Bacteria","0.95",NA,NA,NA,NA,NA,"uncultured bacterium (gcode 4): 0.63","15_5m","NCB",438,4388138,0,62,20562,255,4105,102026,0.33187,0.02137,4.388138,"mollicutes_odb10","47.7","15.9","31.8","0.7","51.6","151","C:54.1%[S:22.6%,D:31.5%],F:12.1%,M:33.8%,n:124","C:3.6%[S:2.1%,D:1.5%],F:4.1%,M:92.3%,n:194","C:1.2%[S:0.4%,D:0.8%],F:0.4%,M:98.4%,n:255"
"15_5m_22.fa","taxid assigned (2/2)","based on 8989/9901 ORFs","1;131567;2;1783257","1.00;0.99;0.98;0.31","Bacteria","0.98","no support","no support","no support","no support","no support","no support","15_5m","NCB",1338,10759993,0,195,10905,944,3526,126287,0.58604,0.03824,10.759993,"betaproteobacteria_odb10","97.1","94.6","2.5","0.9","2","569","C:98.4%[S:78.2%,D:20.2%],F:0.0%,M:1.6%,n:124","C:19.6%[S:16.0%,D:3.6%],F:6.7%,M:73.7%,n:194","C:5.5%[S:4.7%,D:0.8%],F:0.8%,M:93.7%,n:255"
"15_5m_220.fa","taxid assigned","based on 1948/2370 ORFs","1;131567;2","1.00;0.97;0.80","Bacteria","0.80","no support","no support","no support","no support","no support","no support","15_5m","NCB",168,2468765,0,21,32077,96,5786,150024,0.31627,0.0284,2.468765,"bacteria_odb10","84.7","83.9","0.8","4","11.3","124","C:84.7%[S:83.9%,D:0.8%],F:4.0%,M:11.3%,n:124","C:17.0%[S:17.0%,D:0.0%],F:4.1%,M:78.9%,n:194","C:2.4%[S:2.4%,D:0.0%],F:1.6%,M:96.0%,n:255"
"15_5m_224.fa","taxid assigned","based on 5667/6224 ORFs","1;131567;2;1783257;74201;417295","1.00;1.00;0.99;0.76;0.69;0.34","Bacteria","0.99","Verrucomicrobia: 0.69","no support","no support","no support","no support","no support","15_5m","NCB",1210,7146537,0,327,6661,934,3243,33746,0.61898,0.02599,7.146537,"bacteria_odb10","57.3","57.3","0","9.7","33","124","C:57.3%[S:57.3%,D:0.0%],F:9.7%,M:33.0%,n:124","C:11.9%[S:11.9%,D:0.0%],F:4.6%,M:83.5%,n:194","C:3.9%[S:3.1%,D:0.8%],F:1.6%,M:94.5%,n:255"
"15_5m_225.fa","taxid assigned","based on 2055/2184 ORFs","1;131567;2;1224;28216","1.00;1.00;1.00;0.87;0.31","Bacteria","1.00","Proteobacteria: 0.87","Betaproteobacteria: 0.31","no support","no support","no support","no support","15_5m","NCB",1086,1571253,0,416,1395,937,1066,6006,0.59947,0.03898,1.571253,"bacteria_odb10","15.3","15.3","0","14.5","70.2","124","C:15.3%[S:15.3%,D:0.0%],F:14.5%,M:70.2%,n:124","C:2.1%[S:2.1%,D:0.0%],F:3.6%,M:94.3%,n:194","C:1.6%[S:1.6%,D:0.0%],F:0.4%,M:98.0%,n:255"
"15_5m_226.fa","taxid assigned","based on 1601/1903 ORFs","1;131567;2","1.00;0.76;0.70","Bacteria","0.70","no support","no support","no support","no support","no support","no support","15_5m","NCB",241,1328639,0,28,9631,158,2110,85400,0.37275,0.02489,1.328639,"bacteria_odb10","1.6","1.6","0","1.6","96.8","124","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.0%,M:100.0%,n:255"
"15_5m_227.fa","taxid assigned","based on 4647/8365 ORFs","1;131567;2","1.00;0.91;0.86","Bacteria","0.86","no support","no support","no support","no support","no support","no support","15_5m","NCB",353,6308729,0,59,29570,222,7480,166186,0.28245,0.01809,6.308729,"mollicutes_odb10","36.4","7.9","28.5","1.3","62.3","151","C:42.7%[S:16.1%,D:26.6%],F:13.7%,M:43.6%,n:124","C:4.7%[S:2.6%,D:2.1%],F:2.6%,M:92.7%,n:194","C:0.4%[S:0.4%,D:0.0%],F:0.8%,M:98.8%,n:255"
"15_5m_228.fa","taxid assigned","based on 2592/2771 ORFs","1;131567;2;1783270;68336;976;117743;200644;1853230;1986672;2026728","1.00;0.99;0.97;0.87;0.87;0.86;0.66;0.62;0.58;0.57;0.57","Bacteria","0.97","Bacteroidetes: 0.86","Flavobacteriia: 0.66","Flavobacteriales: 0.62","Crocinitomicaceae: 0.58",NA,"Crocinitomicaceae bacterium: 0.57","15_5m","NCB",301,2756203,0,62,12381,209,4501,180491,0.33785,0.02143,2.756203,"flavobacteriales_odb10","78.3","74.8","3.5","4.5","17.2","733","C:87.9%[S:69.4%,D:18.5%],F:5.6%,M:6.5%,n:124","C:14.4%[S:13.4%,D:1.0%],F:5.2%,M:80.4%,n:194","C:3.1%[S:3.1%,D:0.0%],F:2.0%,M:94.9%,n:255"
"15_5m_23.fa","taxid assigned","based on 3790/4110 ORFs","1;131567;2;1783257;134625;1921781;1921782;1921783;2020000;2026752","1.00;1.00;1.00;0.88;0.63;0.58;0.58;0.55;0.54;0.54","Bacteria","1.00","Kiritimatiellaeota: 0.63","Kiritimatiellae: 0.58","Kiritimatiellales: 0.58","Kiritimatiellaceae: 0.55",NA,"Kiritimatiellaceae bacterium: 0.54","15_5m","NCB",504,4389879,0,62,14031,336,3597,163189,0.54103,0.02412,4.389879,"bacteria_odb10","83.8","53.2","30.6","5.6","10.6","124","C:83.8%[S:53.2%,D:30.6%],F:5.6%,M:10.6%,n:124","C:18.0%[S:7.2%,D:10.8%],F:3.1%,M:78.9%,n:194","C:4.3%[S:2.7%,D:1.6%],F:1.2%,M:94.5%,n:255"
"15_5m_232.fa","taxid assigned","based on 5115/5538 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.99;0.76;0.76;0.73","Bacteria","0.99","Bacteroidetes: 0.73","no support","no support","no support","no support","no support","15_5m","NCB",2830,4443617,0,1068,1588,2410,1106,5459,0.41387,0.0301,4.443617,"bacteria_odb10","21.8","20.2","1.6","17.7","60.5","124","C:21.8%[S:20.2%,D:1.6%],F:17.7%,M:60.5%,n:124","C:6.2%[S:5.7%,D:0.5%],F:7.2%,M:86.6%,n:194","C:1.6%[S:1.6%,D:0.0%],F:2.7%,M:95.7%,n:255"
"15_5m_233.fa","taxid assigned","based on 15858/17772 ORFs","1;131567;2;1783270;68336;976","1.00;1.00;0.98;0.61;0.61;0.58","Bacteria","0.98","Bacteroidetes: 0.58","no support","no support","no support","no support","no support","15_5m","NCB",8755,13001837,0,3333,1467,7512,1075,7958,0.41352,0.03272,13.001837,"bacteria_odb10","62.9","37.1","25.8","25","12.1","124","C:62.9%[S:37.1%,D:25.8%],F:25.0%,M:12.1%,n:124","C:16.5%[S:12.9%,D:3.6%],F:8.2%,M:75.3%,n:194","C:3.1%[S:2.7%,D:0.4%],F:3.1%,M:93.8%,n:255"
"15_5m_235.fa","taxid assigned","based on 4050/4188 ORFs","1;131567;2;1224;28216;80840","1.00;0.99;0.99;0.90;0.70;0.35","Bacteria","0.99","Proteobacteria: 0.90","Betaproteobacteria: 0.70","Burkholderiales: 0.35","no support","no support","no support","15_5m","NCB",487,4288149,0,91,12649,329,3775,69174,0.57943,0.02902,4.288149,"burkholderiales_odb10","89.3","88.4","0.9","2.3","8.4","688","C:83.9%[S:82.3%,D:1.6%],F:4.8%,M:11.3%,n:124","C:14.4%[S:13.9%,D:0.5%],F:4.1%,M:81.5%,n:194","C:5.1%[S:5.1%,D:0.0%],F:2.4%,M:92.5%,n:255"
"15_5m_236.fa","taxid assigned (2/2)","based on 1115/3812 ORFs","1;131567;2","1.00;0.98;0.52","Bacteria","0.52","no support","no support","no support","no support","no support","no support","15_5m","NCB",1538,3450357,0,440,2450,1234,1247,18871,0.5212,0.04523,3.450357,"bacteria_odb10","1.6","1.6","0","1.6","96.8","124","C:1.6%[S:1.6%,D:0.0%],F:1.6%,M:96.8%,n:124","C:0.0%[S:0.0%,D:0.0%],F:0.5%,M:99.5%,n:194","C:0.0%[S:0.0%,D:0.0%],F:0.4%,M:99.6%,n:255"
